"","seqnames","start","end","width","strand","Conc","Conc_JQ1_FCPF_plus_sg_l","Conc_JQ1_FCPF_minus_sg_l","Fold","p.value","FDR"
"54","chr5",56688371,56688771,401,"*",5.93602803299029,5.1905773222035,6.42507611719239,-0.00559158470010236,0.0172346425213831,0.926981708340742
"55","chr19",865853,866253,401,"*",5.70965387519008,4.93519271122275,6.21085663602769,-0.00544391559411435,0.0172692543549493,0.926981708340742
"56","chr1",12549371,12549771,401,"*",6.05165455454138,5.32999975715114,6.53046954148533,-0.00576184215475523,0.0174489798969721,0.926981708340742
"57","chr21",37367749,37368149,401,"*",6.52754500634559,5.87045681040792,6.97733673875511,-0.00625395201100768,0.0174669656152954,0.926981708340742
"58","chr14",91264605,91265005,401,"*",6.23311293473661,5.54956646875292,6.69502613917637,-0.00602127881497878,0.0177444378156293,0.926981708340742
"59","chrX",154002378,154002778,401,"*",6.04337502741707,5.32201779302498,6.5220605155468,-0.00573595206706726,0.0177932587224772,0.926981708340742
"60","chr7",30771020,30771420,401,"*",6.25464956999604,5.58173668502172,6.71173006690753,-0.00610865099051248,0.0177976094355,0.926981708340742
"61","chr17",78277810,78278210,401,"*",6.17220189522387,5.49907100336565,6.62938199240179,-0.00606201782667221,0.018184095804306,0.926981708340742
"62","chr1",223790187,223790587,401,"*",6.69049550389995,5.97227423138157,7.16781389365874,-0.00563182964518475,0.0191199701226067,0.926981708340742
"63","chr20",380882,381282,401,"*",6.21144363335823,5.51609995778523,6.67865821794037,-0.00579873030685795,0.0191218036320475,0.926981708340742
"64","chr10",71713234,71713634,401,"*",5.74074826218533,4.98839311497883,6.23272068749703,-0.00543351257295986,0.0191599195895071,0.926981708340742
"65","chr8",104588656,104589056,401,"*",6.46611856799574,5.80314030447793,6.91863688840391,-0.00597812957472448,0.0196246731006037,0.926981708340742
"66","chr1",87335252,87335652,401,"*",6.22095290436961,5.53058288047568,6.6859401080361,-0.0057076151373441,0.0202159812823677,0.926981708340742
"67","chr12",123271826,123272226,401,"*",5.85064923141486,5.1633135366517,6.31427207929464,-0.00569580673153936,0.0206849462184277,0.926981708340742
"68","chr3",196639687,196640087,401,"*",6.6967297589865,6.02247904520536,7.15442112104199,-0.00574628848716671,0.0213546568809531,0.926981708340742
"69","chr4",24584167,24584567,401,"*",6.79783302932523,6.13353266672579,7.2509611327248,-0.00576612168186689,0.0217102417623975,0.926981708340742
"70","chr4",103076310,103076710,401,"*",6.3890792761784,5.75546428521942,6.82784126860124,-0.00599652613259975,0.0219249936739627,0.926981708340742
"71","chrX",110410632,110411032,401,"*",5.01370354223766,4.07014581262472,5.57935034599053,-0.00424542794515125,0.0222398453117489,0.926981708340742
"72","chr19",35660254,35660654,401,"*",5.83743721384818,5.15507374538347,6.29881533089177,-0.00555086016405386,0.0226893229635284,0.926981708340742
"73","chr14",52707126,52707526,401,"*",6.24072008598871,5.58947656952925,6.68779008084032,-0.00572922709494245,0.0232714719631732,0.926981708340742
"74","chr1",21631992,21632392,401,"*",6.79542469723209,6.01042500218619,7.30095787565419,-0.00487314067510403,0.0233691619306446,0.926981708340742
"75","chr4",670242,670642,401,"*",5.60978926795632,4.8516194395956,6.10420908032133,-0.00503918224052326,0.0233923679443696,0.926981708340742
"76","chr3",124730290,124730690,401,"*",6.32514428030418,5.69692976332683,6.76133104940151,-0.00589217145633635,0.0236671195629049,0.926981708340742
"77","chr8",124198027,124198427,401,"*",6.06425846331659,5.34062020166457,6.5439356714173,-0.00521884880864872,0.0237712954068125,0.926981708340742
"78","chr16",68732310,68732710,401,"*",6.56195721646913,5.8998166901414,7.01408873000547,-0.00560349947064466,0.0238714142383139,0.926981708340742
"79","chr21",34889223,34889623,401,"*",6.91194835205898,6.25536329422471,7.36150641926167,-0.0056374495117951,0.0240309277893921,0.926981708340742
"80","chr3",196192564,196192964,401,"*",5.93273966489432,5.26687987447209,6.38658596431098,-0.00557372246751565,0.0240588220350113,0.926981708340742
"81","chr16",2963602,2964002,401,"*",6.35497085196017,5.71837290987082,6.79514918073146,-0.00573013428065705,0.0246161700465986,0.926981708340742
"82","chr19",48614686,48615086,401,"*",6.57211921432622,5.92995047624434,7.01493108741806,-0.00568868474945355,0.0248103661061884,0.926981708340742
"83","chr7",2232888,2233288,401,"*",6.35201828834507,5.69533181610064,6.80162346358982,-0.00553188156208234,0.0250815888217646,0.926981708340742
"84","chr3",48440194,48440594,401,"*",6.1977044534478,5.5637189181995,6.6366426192145,-0.00568150093035207,0.0254839208379419,0.926981708340742
"85","chr3",51990755,51991155,401,"*",5.47215919921355,4.71080463280685,5.96791353597628,-0.00485290243047116,0.0260990672101131,0.926981708340742
"86","chr12",52904419,52904819,401,"*",6.52221041411746,5.80211737478369,7.00034529946905,-0.00503891313032556,0.0261374745914291,0.926981708340742
"87","chr4",10203814,10204214,401,"*",6.40222147863607,5.7706778029942,6.83999744411439,-0.00564404569764674,0.0261397951006586,0.926981708340742
"88","chr14",100239556,100239956,401,"*",5.6700387602156,4.92995047624434,6.15680181670022,-0.00488226314938011,0.027098834514722,0.926981708340742
"89","chr22",27314319,27314719,401,"*",5.65996829949438,4.83017344493753,6.18342061917619,-0.00442463939956513,0.0272489100084843,0.926981708340742
"90","chr19",18160810,18161210,401,"*",6.40047166099073,5.79739459117087,6.82448185980016,-0.00581323405684531,0.027297227849249,0.926981708340742
"91","chr19",1251933,1252333,401,"*",6.36733414362591,5.75546428521942,6.79563944108921,-0.0057314035397373,0.0273167626386067,0.926981708340742
"92","chr19",17865206,17865606,401,"*",6.79185604055463,6.08277046758734,7.26516735708237,-0.00503468125184949,0.0273234779240375,0.926981708340742
"93","chr9",72365483,72365883,401,"*",5.88335748076827,5.23033685077786,6.33125674873003,-0.00540047101898474,0.027667832844106,0.926981708340742
"94","chr12",108119040,108119440,401,"*",6.48549855281419,5.85848558997036,6.92111041964571,-0.0055497375062709,0.0279183483553923,0.926981708340742
"95","chr10",133389456,133389856,401,"*",6.29069122853424,5.64285960465221,6.73616488877504,-0.00540428137713205,0.0279672463598702,0.926981708340742
"96","chr19",517691,518091,401,"*",5.5886593648261,4.89444407986075,6.05536958977896,-0.00507590246844206,0.028235178359055,0.926981708340742
"97","chr13",114064552,114064952,401,"*",6.00858020715386,5.32793870462514,6.46917831335973,-0.00512068206003118,0.0283621855117108,0.926981708340742
"98","chr14",87992768,87993168,401,"*",6.19242246709884,5.5794674580598,6.62125514425513,-0.00562571332299493,0.0286438818440737,0.926981708340742
"99","chr1",169794552,169794952,401,"*",6.62312118456971,5.94427556952933,7.08290435241545,-0.00511312474500471,0.0289605063532776,0.926981708340742
"100","chr18",11908420,11908820,401,"*",6.40117385386008,5.74201432010414,6.85192629234186,-0.00524311846131159,0.0290395837127977,0.926981708340742
"101","chr18",31101364,31101764,401,"*",6.665380324505,6.05818275650382,7.09140815496656,-0.00563771086750947,0.0292381517333991,0.926981708340742
"102","chr19",41940128,41940528,401,"*",6.00917829267895,5.37512575665409,6.44814830648793,-0.00542355025229282,0.0292697537402684,0.926981708340742
"103","chr16",79970640,79971040,401,"*",6.75634554506601,6.08002600829401,7.21497992845449,-0.00510569118019256,0.0294956819460468,0.926981708340742
"104","chr3",126913300,126913700,401,"*",5.45198161992985,4.7056654435427,5.94139736130676,-0.00470983349228558,0.0295588242934066,0.926981708340742
"105","chr19",55384748,55385148,401,"*",6.55016874370488,5.9149622578723,6.98968693192576,-0.00534542474440849,0.0303058023726347,0.926981708340742
"106","chr1",12464494,12464894,401,"*",6.11340790451447,5.49723801704557,6.54379954803691,-0.00545088986498266,0.0305620216359414,0.926981708340742
"107","chr12",4269471,4269871,401,"*",5.71328758229416,5.05577819510112,6.16327483077564,-0.0051662722600136,0.0308007885084851,0.926981708340742
"108","chr22",41833009,41833409,401,"*",5.87080860670678,5.17364832102179,6.33883396821598,-0.00483286613144842,0.0314443399579258,0.926981708340742
"109","chr12",65603130,65603530,401,"*",6.12454426356317,5.51722483488104,6.55063163342559,-0.00546884454633552,0.0314768953400228,0.926981708340742
"110","chr7",151404493,151404893,401,"*",7.35524181210551,6.60191991302627,7.84762211346536,-0.00455833084603915,0.0314885152890671,0.926981708340742
"111","chr19",7637232,7637632,401,"*",6.65950423420063,5.99082450836465,7.11464638324825,-0.0050213975595429,0.0316246008091018,0.926981708340742
"112","chr10",101061473,101061873,401,"*",6.39545182326907,5.72746615340225,6.8502753744801,-0.00502174230469293,0.0317026174098378,0.926981708340742
"113","chr17",38846968,38847368,401,"*",5.82259707026403,5.16187576446192,6.27407253982979,-0.00511030041088683,0.0318395033370691,0.926981708340742
"114","chr4",173334010,173334410,401,"*",6.75764325184138,6.14306877971929,7.18726188760622,-0.00541085952198324,0.0319360227609489,0.926981708340742
"115","chr1",247111744,247112144,401,"*",5.97037602103004,5.33602669367059,6.40948708492073,-0.00528930079437945,0.0319605340206122,0.926981708340742
"116","chr14",101225675,101226075,401,"*",5.67560044639451,4.98839311497883,6.13916548520053,-0.00491927187775588,0.0321116843129646,0.926981708340742
"117","chr2",204407992,204408392,401,"*",6.03546762582412,5.38405370304625,6.48261720412444,-0.00508463239189306,0.0321999198994212,0.926981708340742
"118","chr10",86521174,86521574,401,"*",5.64149406554902,4.97054348517493,6.09767706136111,-0.00497097954510843,0.0322492842077883,0.926981708340742
"119","chr16",9090924,9091324,401,"*",6.78186936889518,6.1407223700976,7.22419934444634,-0.00516491489531685,0.0323172564160361,0.926981708340742
"120","chr9",99092979,99093379,401,"*",6.01708155226889,5.41137916614454,6.44237824819936,-0.00545291533621565,0.0323561042648323,0.926981708340742
"121","chr3",138608890,138609290,401,"*",6.05105456655377,5.39869695956425,6.49864461633351,-0.00506594481329467,0.0324443248281305,0.926981708340742
"122","chr16",28211437,28211837,401,"*",5.93387123181673,5.32201779302498,6.36216854487218,-0.00538585219930009,0.0325120136347477,0.926981708340742
"123","chr9",33817586,33817986,401,"*",6.61977512972297,6.0121085868285,7.04603205364257,-0.00539542659848767,0.0325988574115106,0.926981708340742
"124","chr1",157138537,157138937,401,"*",6.57378161695538,5.9503897463301,7.00765662633287,-0.00527746970339155,0.0327694196949175,0.926981708340742
"125","chr17",67825422,67825822,401,"*",6.60150931766693,6.02080752619319,7.01441173433271,-0.00561136253339881,0.0328677030420106,0.926981708340742
"126","chr14",57268505,57268905,401,"*",5.94252107527893,5.29976584439995,6.38560933759044,-0.00509541160679191,0.0331731749193479,0.926981708340742
"127","chr4",10456502,10456902,401,"*",5.85554159182144,5.23459518111538,6.28823997985457,-0.00527633011530061,0.0331961220710443,0.926981708340742
"128","chr1",46132381,46132781,401,"*",6.71230758040114,6.0411810281494,7.16857113327942,-0.00490282681681677,0.0334066640479452,0.926981708340742
"129","chr2",63840938,63841338,401,"*",6.95099232314604,6.32401742802483,7.38658596431098,-0.00521673673744582,0.0334674725074955,0.926981708340742
"130","chr2",215311643,215312043,401,"*",5.61914388969968,4.9412542993616,6.07849263036799,-0.00483737688785939,0.0336519005547107,0.926981708340742
"131","chr19",1591297,1591697,401,"*",6.3365180932013,5.68342128863491,6.78445287383282,-0.00499812734314914,0.0336888921273589,0.926981708340742
"132","chr1",161726623,161727023,401,"*",7.18950554088177,6.52739452077473,7.64162342457769,-0.0049556382240132,0.03376321259316,0.926981708340742
"133","chr15",65184913,65185313,401,"*",6.6649490165267,6.04970693721536,7.09489127453642,-0.00527096503972746,0.0337774236583775,0.926981708340742
"134","chr1",21782672,21783072,401,"*",6.19808251771619,5.59333099594129,6.6229136595916,-0.00532941422270807,0.0338590142007077,0.926981708340742
"135","chr15",48878101,48878501,401,"*",6.57966886794639,5.96584038905658,7.00892562069911,-0.0052463835316302,0.0343273765490817,0.926981708340742
"136","chr1",19251285,19251685,401,"*",6.53698338288445,5.88538188047576,6.98422054900014,-0.004940089460148,0.0349096253847219,0.926981708340742
"137","chr9",96418082,96418482,401,"*",6.56166308585665,5.93822668881526,6.99555949153884,-0.00514606637476102,0.0349147966071384,0.926981708340742
"138","chr19",49150611,49151011,401,"*",6.4047215805033,5.80978157002652,6.82472207716732,-0.00533725974718101,0.0350706393855286,0.926981708340742
"139","chr7",87876768,87877168,401,"*",6.16717830772626,5.5642632049204,6.59110902269545,-0.00525540412634864,0.0353526517108413,0.926981708340742
"140","chr7",22704066,22704466,401,"*",6.90346588418483,6.28447975332488,7.33521895678741,-0.00516903334070478,0.0354146172117865,0.926981708340742
"141","chr12",57459615,57460015,401,"*",5.91226022449418,5.29911201286209,6.34118673568833,-0.00518573590225916,0.0355301298188512,0.926981708340742
"142","chr22",38127148,38127548,401,"*",6.12486146531331,5.47697041116748,6.57036297886559,-0.00492386765828616,0.0356010638196189,0.926981708340742
"143","chr15",40906334,40906734,401,"*",5.99393300747042,5.36801387104915,6.42902090001728,-0.00508583629885947,0.0356798512513918,0.926981708340742
"144","chr3",49007477,49007877,401,"*",5.9602211675172,5.31593192429665,6.40403156387933,-0.00489909317095214,0.0363680505327339,0.926981708340742
"145","chr10",70672105,70672505,401,"*",6.80410398376236,6.14759222906078,7.25362799788229,-0.00486128913732586,0.0363714129111683,0.926981708340742
"146","chr17",16353155,16353555,401,"*",5.88138196911072,5.27450683565932,6.30725222650703,-0.00520898280841672,0.0364193658219531,0.926981708340742
"147","chr4",182917083,182917483,401,"*",6.24355435391449,5.65828177865795,6.65874686547329,-0.00533369132389526,0.0366631553203426,0.926981708340742
"148","chr20",47317050,47317450,401,"*",6.61800234288576,6.03268996431404,7.03321474927579,-0.00533060475263896,0.0368892600462051,0.926981708340742
"149","chr9",133268410,133268810,401,"*",5.64945748892619,4.97990393041505,6.10500044224353,-0.00473844602906255,0.0369494681996874,0.926981708340742
"150","chr11",3404418,3404818,401,"*",5.96131741797242,5.35633735997983,6.38626049552345,-0.00516744302111841,0.0371428211674569,0.926981708340742
"151","chr20",1189426,1189826,401,"*",5.23948327295111,4.44969267596494,5.74697040000303,-0.00406572032014802,0.0372620887370007,0.926981708340742
"152","chr17",2399089,2399489,401,"*",5.96773352371061,5.30461775625238,6.42031530220411,-0.00480449503769548,0.0372961625210602,0.926981708340742
"153","chr20",30723714,30724114,401,"*",6.43528737976115,5.86541526295576,6.84272008011463,-0.00540827248772986,0.0377114445979392,0.926981708340742
"154","chr11",67629353,67629753,401,"*",6.22710148050314,5.65090328512037,6.63773677988138,-0.00536914748379007,0.0378936156678091,0.926981708340742
"155","chr14",21098563,21098963,401,"*",5.4808218135314,4.7706778029942,5.95459925125865,-0.00443671650371746,0.0379550818106826,0.926981708340742
"156","chr7",22665354,22665754,401,"*",6.55887580117776,5.97095404974555,6.97539065266892,-0.00523121136938981,0.0380236785745665,0.926981708340742
"157","chr1",151327962,151328362,401,"*",6.30107798869139,5.70100294161027,6.72361280755113,-0.0051298632314718,0.0381275371233913,0.926981708340742
"158","chr22",39457696,39458096,401,"*",6.37574843895498,5.7935850121697,6.78938436212331,-0.00530385151732085,0.0383373338415411,0.926981708340742
"159","chr1",151458942,151459342,401,"*",6.4823654870266,5.9149622578723,6.88854255097581,-0.00539092143948256,0.0383514015302884,0.926981708340742
"160","chr11",65899493,65899893,401,"*",6.80462800348636,6.2022710042937,7.22828473225737,-0.00508100145799039,0.0389490220022339,0.926981708340742
"161","chr7",155297140,155297540,401,"*",6.71206722433736,6.09733099875123,7.14176429042316,-0.00499269961780297,0.0390886340305354,0.926981708340742
"162","chr1",1001682,1002082,401,"*",6.01344197531628,5.40700585093446,6.43909760562357,-0.00508478041946636,0.039116542467873,0.926981708340742
"163","chr13",22925879,22926279,401,"*",5.90397197995492,5.26338644728248,6.34603692925586,-0.00480892691409942,0.0391174366751187,0.926981708340742
"164","chr4",38664307,38664707,401,"*",6.92614657361039,6.30552386934089,7.35868899028848,-0.00493834896626505,0.0392270451650317,0.926981708340742
"165","chr19",5977794,5978194,401,"*",6.38607414694486,5.76726975351145,6.81773948292406,-0.00494890179384605,0.0392327106963611,0.926981708340742
"166","chr6",7145069,7145469,401,"*",6.6178562046599,6.03308322100486,7.03279893606902,-0.00519059351488997,0.0394160730291822,0.926981708340742
"167","chr13",27251346,27251746,401,"*",6.5133734472441,5.92332465053346,6.93094738578467,-0.00514152441826352,0.0394211774176281,0.926981708340742
"168","chr12",40224690,40225090,401,"*",5.60193182011683,4.96029504735146,6.04449285745836,-0.00479075978036175,0.0394514091843708,0.926981708340742
"169","chr5",27217534,27217934,401,"*",5.94450592555288,5.3385742766552,6.36991480279158,-0.00500190031261133,0.0396250532031568,0.926981708340742
"170","chr3",48663531,48663931,401,"*",6.31905042265872,5.69124257219147,6.7550426950819,-0.0048730940854674,0.0396503488890142,0.926981708340742
"171","chr10",5486867,5487267,401,"*",6.39947214128464,5.8164917620014,6.81351755769314,-0.00520461992354342,0.0397039280815352,0.926981708340742
"172","chr16",88803107,88803507,401,"*",7.20639472624207,6.54785641356615,7.6568592484391,-0.00467833864316524,0.0398309339616161,0.926981708340742
"173","chr1",212035743,212036143,401,"*",6.43279750139479,5.86035603584235,6.84153349499143,-0.00525956178618872,0.0399595994632645,0.926981708340742
"174","chr2",9003995,9004395,401,"*",6.44998094853143,5.85206527634661,6.87145168069188,-0.00506998096998762,0.0399640833795572,0.926981708340742
"175","chr11",120335711,120336111,401,"*",6.49141983035039,5.90783827647248,6.90576636020051,-0.00514622184072404,0.0403211544313001,0.926981708340742
"176","chr12",6828419,6828819,401,"*",5.4041096999931,4.71080463280685,5.87041266638841,-0.00446632994822714,0.0404408022116169,0.926981708340742
"177","chr11",119168682,119169082,401,"*",6.12731495906404,5.54381837653192,6.54161894030155,-0.00514603271026133,0.0404859933132064,0.926981708340742
"178","chr6",68040472,68040872,401,"*",7.40457827179617,6.6700929959675,7.8889407986268,-0.00421818460038595,0.0405503304882385,0.926981708340742
"179","chr11",67118525,67118925,401,"*",5.71223160431755,5.07964534321472,6.15050414235705,-0.00477992886082893,0.0406291735258062,0.926981708340742
"180","chr17",75456548,75456948,401,"*",6.52358630011244,5.95297637177031,6.93139361096429,-0.00523942493951784,0.0406371630222586,0.926981708340742
"181","chrX",49185966,49186366,401,"*",4.90920738055319,4.07014581262472,5.4362706387416,-0.00375837961564066,0.0407379263364822,0.926981708340742
"182","chr17",48610343,48610743,401,"*",6.55175961591959,5.96368938303207,6.96834847447582,-0.0050677505599861,0.0411079039046409,0.926981708340742
"183","chr2",28584029,28584429,401,"*",6.27904830985782,5.64760183980675,6.71677795032197,-0.00474619118273069,0.0411639961863502,0.926981708340742
"184","chr11",118252029,118252429,401,"*",6.57994961034043,5.99041956058684,6.99726547276156,-0.00505535309334814,0.0412243560673871,0.926981708340742
"185","chr14",39267016,39267416,401,"*",5.8009854405772,5.17451659244473,6.23633673427263,-0.00484271977242858,0.0413495128411235,0.926981708340742
"186","chr3",139308942,139309342,401,"*",6.34955823716695,5.74548248296526,6.77405823751971,-0.00492850151475155,0.0413547184292362,0.926981708340742
"187","chr6",159777648,159778048,401,"*",5.96125895381082,5.326656050325,6.40049049585038,-0.00473059212957797,0.0414289566930236,0.926981708340742
"188","chr1",231046105,231046505,401,"*",6.31325266797267,5.74952512609832,6.71755431731192,-0.00526090554230657,0.0414563072440156,0.926981708340742
"189","chr6",2853874,2854274,401,"*",6.69403370319447,6.12401338512749,7.10154167325058,-0.00520086119145984,0.0416042833413252,0.926981708340742
"190","chr2",78541397,78541797,401,"*",6.06071657678785,5.46439795910997,6.48139878854491,-0.00501120090530137,0.0417565668822703,0.926981708340742
"191","chr19",571125,571525,401,"*",7.0318770973597,6.38825651170698,7.47537286299236,-0.00466844255234558,0.0419036993061569,0.926981708340742
"192","chr20",2525203,2525603,401,"*",6.17062443654184,5.52183746634295,6.61654563692885,-0.00458834886931529,0.0422923210533562,0.926981708340742
"193","chr3",87792892,87793292,401,"*",6.61396019160836,5.90955271269239,7.08520542748301,-0.00426324428512516,0.0427136130534021,0.926981708340742
"194","chr6",34415813,34416213,401,"*",6.37601937177798,5.78826703880695,6.79244976670709,-0.00501023880241638,0.0430956806761239,0.926981708340742
"195","chr16",641795,642195,401,"*",6.26712531127151,5.67404523312623,6.68620453514797,-0.00492310751897496,0.0432972341632787,0.926981708340742
