"","seqnames","start","end","width","strand","Conc","Conc_JQ1_FCPF.sg_h","Conc_no_Treat","Fold","p.value","FDR"
"20","chr21",38985615,38986015,401,"*",4.14819435567544,4.83399561336289,2.79492796630003,0.0111879779691134,0.00782082458734057,0.990159328441165
"21","chr6",27115109,27115509,401,"*",3.57416688641052,4.3117459212316,1.98613326373694,0.00973694167540738,0.00809529911109526,0.990159328441165
"22","chr12",53006368,53006768,401,"*",3.64078547633454,2.02558745454146,4.38372287176089,-0.00957465741285602,0.00830963197732713,0.990159328441165
"23","chr5",179839197,179839597,401,"*",3.06785658167841,3.88516616250465,0.996181682827153,0.00773902593431102,0.00849142748400159,0.990159328441165
"24","chr21",45156254,45156654,401,"*",3.33687432645479,4.11379383684686,1.5336409368299,0.00861820520630023,0.00899551947106778,0.990159328441165
"25","chr1",148334388,148334788,401,"*",4.53885685958505,5.17480024458334,3.37412270364016,0.0121032002753452,0.00932798619045909,0.990159328441165
"26","chr6",67888261,67888661,401,"*",3.96016575918977,2.34667240604952,4.7027704359531,-0.00929641075898268,0.00935433353883471,0.990159328441165
"27","chr6",32970396,32970796,401,"*",4.1300547501528,2.72570294507865,4.82801725844524,-0.0103289957621092,0.00962194440505145,0.990159328441165
"28","chr1",148522665,148523065,401,"*",5.19767091510855,5.83264131052636,4.03632138109818,0.0120131178997959,0.00965386114355793,0.990159328441165
"29","chr8",8964494,8964894,401,"*",3.95019702878284,4.64141499433154,2.57445301989289,0.0103875974203514,0.00987060512900522,0.990159328441165
"30","chr2",74242688,74243088,401,"*",2.60683546304207,3.4854021573367,0,0.00610391607783959,0.0101852415742467,0.990159328441165
"31","chr6",146857233,146857633,401,"*",2.50899196130612,0,3.44281221410225,-0.00477893723325925,0.0108016003383659,0.990159328441165
"32","chr3",9382849,9383249,401,"*",3.26490770526518,4.02453344830235,1.56097686661995,0.00846676827488744,0.0111542687189332,0.990159328441165
"33","chr18",6676113,6676513,401,"*",3.33984303332889,4.06985385657242,1.789160202919,0.00862278480677344,0.013653266047309,0.990159328441165
"34","chr9",125284857,125285257,401,"*",4.69045718749415,5.31109773308123,3.57780248088682,0.0112825383959546,0.0137174898908511,0.990159328441165
"35","chr6",12009154,12009554,401,"*",3.55539360845755,2.02558745454146,4.28107029712869,-0.00856520732183382,0.0146644362199238,0.990159328441165
"36","chr2",233091542,233091942,401,"*",3.97446297874807,4.64089924238539,2.69816111849054,0.009762535181098,0.0152122439616737,0.990159328441165
"37","chr1",14443129,14443529,401,"*",3.74527385372426,4.41750344192668,2.44648127256682,0.00962200955536089,0.0153174770739306,0.990159328441165
"38","chrX",66016555,66016955,401,"*",2.58230885963305,0.0297957959597222,3.45379151417389,-0.00552597787845034,0.0157650234499163,0.990159328441165
"39","chr1",147084411,147084811,401,"*",4.64227147431468,5.23515472068101,3.61824492536122,0.0116155038877068,0.01585891877421,0.990159328441165
"40","chr2",207313045,207313445,401,"*",2.4813505867765,3.34835820034398,0,0.00559041960905478,0.015934971754546,0.990159328441165
"41","chr19",3366797,3367197,401,"*",3.24224795171208,1.60914444242156,3.98865193745789,-0.00788067336898093,0.016214760060355,0.990159328441165
"42","chr16",24986759,24987159,401,"*",4.58704477834825,5.19621469925422,3.51188562011305,0.0110464935684743,0.0162501614624993,0.990159328441165
"43","chr21",19433598,19433998,401,"*",3.69381247421347,4.3840642935753,2.3221096303802,0.00891161238704629,0.0168889343178944,0.990159328441165
"44","chr4",110248806,110249206,401,"*",4.87458436799439,5.46877314185654,3.84654615492621,0.0113276260103212,0.0169113349360961,0.990159328441165
"45","chr6",26188398,26188798,401,"*",4.75695031523613,5.34804226392492,3.73840415521229,0.0114058884610028,0.0169964336112304,0.990159328441165
"46","chr6",129663087,129663487,401,"*",3.72285224860494,4.4181055531369,2.33007622004161,0.00864984216531037,0.0177855861915979,0.990159328441165
"47","chr1",144412534,144412934,401,"*",4.77506455736986,5.40118532403319,3.64403772526756,0.0102558110898971,0.017990503324671,0.990159328441165
"48","chr10",44913339,44913739,401,"*",3.02230731573686,3.78125520590946,1.3221096303802,0.00725959575393612,0.0185889201462174,0.990159328441165
"49","chr15",34106554,34106954,401,"*",2.48288621121315,3.35004202708068,0,0.00526651708474631,0.0192893629308089,0.990159328441165
"50","chr1",228513230,228513630,401,"*",4.68753120388846,5.27307126973573,3.68579711988649,0.0110711784001507,0.0195147950877781,0.990159328441165
"51","chr15",34646204,34646604,401,"*",3.20581353533359,1.61195410014733,3.94455195132525,-0.00757974801696306,0.0195513469508315,0.990159328441165
"52","chr9",112174750,112175150,401,"*",3.86363806078867,2.4854021573367,4.55545011008707,-0.0085256484303697,0.0196528005077611,0.990159328441165
"53","chr3",193843121,193843521,401,"*",3.75089555515336,2.4854021573367,4.41450697503231,-0.00910854980926822,0.019854429211068,0.990159328441165
"54","chr2",42927450,42927850,401,"*",3.55594084601612,2.02874486089541,4.28107029712869,-0.00777512621520525,0.0201155098623308,0.990159328441165
"55","chr1",99503389,99503789,401,"*",2.41426267929831,3.27462361696894,0,0.00530774509397482,0.0201910869447596,0.990159328441165
"56","chr11",69950657,69951057,401,"*",2.97399401784203,3.72699941852686,1.30604324891617,0.00719189624946473,0.0203311036265197,0.990159328441165
"57","chr5",96807665,96808065,401,"*",3.16079570488944,1.60914444242156,3.89100574963733,-0.00757584016708554,0.020969888630307,0.990159328441165
"58","chr7",103996054,103996454,401,"*",4.46355658813331,5.09274559589241,3.3221096303802,0.00967282857733873,0.0210805678486871,0.990159328441165
"59","chr10",97788941,97789341,401,"*",4.14892744710329,4.78141120512552,2.99618168282715,0.00957814302711008,0.0211912841705786,0.990159328441165
"60","chr12",54018503,54018903,401,"*",3.56235512693944,2.02664069130529,4.28926610907767,-0.00758545920507327,0.0214596662723699,0.990159328441165
"61","chr21",45175540,45175940,401,"*",2.19085146476706,3.11329818539134,0,0.00413626114961722,0.0216337888970126,0.990159328441165
"62","chr10",94299399,94299799,401,"*",2.19521961034161,3.11329818539134,0,0.0041386457510348,0.0217288163584383,0.990159328441165
"63","chr8",97778378,97778778,401,"*",4.75916478582138,5.34804226392492,3.74735570378225,0.0105097580931185,0.0222671966398965,0.990159328441165
"64","chr19",41264222,41264622,401,"*",3.73265164472194,2.34920035936996,4.42570297073441,-0.00810236881249604,0.0227333933777022,0.990159328441165
"65","chr2",207338527,207338927,401,"*",3.82221559058078,4.45175419462911,2.67957515708791,0.00941933774073251,0.023009153396882,0.990159328441165
"66","chrX",16771459,16771859,401,"*",4.06443897935865,4.69826068611249,2.90707213110135,0.00923784845070848,0.0233371810328852,0.990159328441165
"67","chr7",139341306,139341706,401,"*",3.51874456485814,2.19410694314271,4.19749305730429,-0.00819635313500618,0.0244259486641948,0.990159328441165
"68","chr21",45155613,45156013,401,"*",2.34305700974388,3.19598065614229,0,0.00508532656571889,0.0246824788978091,0.990159328441165
"69","chr8",124815369,124815769,401,"*",3.92473032606883,4.54878288706505,2.80067276247867,0.00916779052286828,0.0256833398652796,0.990159328441165
"70","chrX",41634163,41634563,401,"*",2.34390226807204,3.19691660086849,0,0.00500419864474921,0.0258422086748247,0.990159328441165
"71","chr1",145465376,145465776,401,"*",4.81128660825439,5.38334502915965,3.84932045434182,0.0104035841872496,0.0259856544648268,0.990159328441165
"72","chr12",6943785,6944185,401,"*",4.52188516158147,5.09123625843631,3.56773067822133,0.0104706926473298,0.026097521653508,0.990159328441165
"73","chr4",102501225,102501625,401,"*",2.99729058877456,1.34498463959373,3.74735570378225,-0.00667884817625047,0.0262447061299951,0.990159328441165
"74","chr2",107670129,107670529,401,"*",2.10836339814535,3.02611416903756,0,0.00393030290603486,0.0267498074956624,0.990159328441165
"75","chr3",38724045,38724445,401,"*",3.79738472759728,4.41770417358607,2.68579711988649,0.0090176695708409,0.0277737279039359,0.990159328441165
"76","chr1",145281147,145281547,401,"*",5.40250251759675,5.99241655312358,4.38754512298797,0.00964662613505567,0.0284401762653713,0.990159328441165
"77","chr5",179607584,179607984,401,"*",2.72121679919377,3.48463588727203,0.996181682827153,0.00622203883693063,0.0284719162308022,0.990159328441165
"78","chr12",120291450,120291850,401,"*",5.02843450947198,5.59575357047403,4.08010600941383,0.0101904837976398,0.0285246305677101,0.990159328441165
"79","chr3",177345575,177345975,401,"*",4.22610283526331,3.19598065614229,4.82096790420923,-0.00953598635373154,0.0286358385592288,0.990159328441165
"80","chr12",6765344,6765744,401,"*",2.77860025240802,3.54859959037354,1.01607096463368,0.00606801864440315,0.0287481613590668,0.990159328441165
"81","chr12",89393621,89394021,401,"*",4.47836426284953,5.07023697464063,3.45743279116366,0.0095391244304057,0.0287715154140293,0.990159328441165
"82","chr7",99665346,99665746,401,"*",4.14812615276897,4.75358742550303,3.08482210293309,0.00918601610091979,0.0290555959674545,0.990159328441165
"83","chr16",1832724,1833124,401,"*",3.90099736681787,4.51790875102966,2.80067276247867,0.00892476542460854,0.0291403108445543,0.990159328441165
"84","chr2",107673699,107674099,401,"*",2.11050681655936,3.0234786714628,0,0.00381969843557758,0.0292105665845275,0.990159328441165
"85","chr10",16891873,16892273,401,"*",4.70306781589096,5.27296032384846,3.74735570378225,0.00998882689628346,0.0295738483258094,0.990159328441165
"86","chr1",120942510,120942910,401,"*",4.35627009575535,4.93261852615253,3.3818079419505,0.00982179810968624,0.0296358373610579,0.990159328441165
"87","chr1",146051880,146052280,401,"*",5.24395468448033,5.79381044380263,4.34442289640729,0.0104683416760873,0.0299995749526614,0.990159328441165
"88","chr4",126777822,126778222,401,"*",2.39797288821128,0.0255874545414565,3.25146876589457,-0.00474588802244688,0.0300000927093635,0.990159328441165
"89","chr15",65296040,65296440,401,"*",5.00540488291988,5.56542586124583,4.07774216877948,0.0101476164325838,0.0303946692364727,0.990159328441165
"90","chr1",144551530,144551930,401,"*",4.93625490206935,5.50155763491589,3.99367613176974,0.010000560191019,0.0304527683113901,0.990159328441165
"91","chr7",2874123,2874523,401,"*",3.4103463644534,4.07010927992198,2.15941552061405,0.00787083834262084,0.0308348854239833,0.990159328441165
"92","chr3",47347345,47347745,401,"*",3.40739298208585,4.07113052134348,2.14141919696203,0.00782904452563295,0.0308414661901879,0.990159328441165
"93","chr1",149837916,149838316,401,"*",2.72284225280435,3.4865507998579,0.996181682827153,0.00603175317777376,0.0309743103116232,0.990159328441165
"94","chr7",29749744,29750144,401,"*",4.14478792763017,4.72635132743673,3.15493744165904,0.00952666051334695,0.0311597554790332,0.990159328441165
"95","chr19",4066557,4066957,401,"*",3.24915894720185,1.83354432032779,3.94973181585413,-0.00707915768556528,0.0316696002497678,0.990159328441165
"96","chr10",79027412,79027812,401,"*",4.39378707640321,4.98019156070055,3.38945245781933,0.00932528283969495,0.0317857683777564,0.990159328441165
"97","chr17",78263537,78263937,401,"*",3.24728257840731,1.83474745485174,3.94714420831714,-0.00706788174258763,0.0319166316737767,0.990159328441165
"98","chr6",42782371,42782771,401,"*",3.5828015603423,2.34582876963015,4.23882927990571,-0.0078660705079536,0.0321399296297666,0.990159328441165
"99","chr11",65446749,65447149,401,"*",2.26948884526208,3.11428931807515,0,0.00474443438553954,0.0322004241540792,0.990159328441165
"100","chr21",45157813,45158213,401,"*",2.26948884526208,3.11428931807515,0,0.00474443438553954,0.0322004241540792,0.990159328441165
"101","chr22",41447369,41447769,401,"*",3.0789488825678,1.60773755895617,3.79204696698168,-0.00678630103375293,0.0325938557414048,0.990159328441165
"102","chr11",27201503,27201903,401,"*",3.14694633165522,3.83384519803621,1.789160202919,0.00721204001114656,0.0327323813482593,0.990159328441165
"103","chr8",100410560,100410960,401,"*",2.87504142878059,3.60879285015563,1.30604324891617,0.0064013385313,0.0327691286774173,0.990159328441165
"104","chr17",16466058,16466458,401,"*",2.02034277919411,2.93275898847819,0,0.00372253158634368,0.0330988861928244,0.990159328441165
"105","chr4",141312249,141312649,401,"*",2.0198139530102,2.93219705710354,0,0.00372166075513293,0.033129638776511,0.990159328441165
"106","chr1",39167864,39168264,401,"*",3.54421602091737,4.19621469925422,2.3221096303802,0.00778604119581285,0.0332337671834461,0.990159328441165
"107","chr1",149855203,149855603,401,"*",2.02473097178839,2.93219705710354,0,0.00372383230385611,0.0332902777791089,0.990159328441165
"108","chr19",9947429,9947829,401,"*",2.02473097178839,2.93219705710354,0,0.00372383230385611,0.0332902777791089,0.990159328441165
"109","chrX",49148404,49148804,401,"*",3.54936062947524,2.34920035936996,4.19531407675034,-0.00788252944976079,0.0340437435027402,0.990159328441165
"110","chr11",836395,836795,401,"*",2.26489397518133,3.11379383684686,0,0.00461864043925625,0.0342008950302252,0.990159328441165
"111","chr12",7293719,7294119,401,"*",2.93019296524546,3.66860050093689,1.33799905952104,0.00617963523752266,0.0342282511030293,0.990159328441165
"112","chr16",2980578,2980978,401,"*",3.29132204894308,1.83474745485174,4.00117976831777,-0.00670338733484463,0.0344074305328193,0.990159328441165
"113","chr17",45147185,45147585,401,"*",3.31804317237398,2.02558745454146,3.98865193745789,-0.00738956808947924,0.0344337868385522,0.990159328441165
"114","chr1",145932534,145932934,401,"*",4.51106328264509,5.09224265883756,3.52235349588725,0.00915423036604526,0.034577763551658,0.990159328441165
"115","chr19",1275313,1275713,401,"*",4.08670615566693,4.6990866772938,3.00117976831777,0.0084548454750515,0.0346729501529392,0.990159328441165
"116","chr10",125816528,125816928,401,"*",4.42365998113983,4.97923985786341,3.50837938152615,0.00975561281188863,0.034829604639564,0.990159328441165
"117","chr7",73886021,73886421,401,"*",4.76980630415201,5.31098967340371,3.89369593572937,0.0101002503438638,0.0349970774360821,0.990159328441165
"118","chr16",11203536,11203936,401,"*",4.0603065830899,4.64021128618952,3.07537444865977,0.00911651570110237,0.035353107393869,0.990159328441165
"119","chr21",14583164,14583564,401,"*",3.29201982863587,0.0297957959597222,4.21480742892059,-0.00341772158397825,0.0358535077938211,0.990159328441165
"120","chr11",96212396,96212796,401,"*",4.06069224457301,4.64072728408916,3.07537444865977,0.00906075071888129,0.03589889478943,0.990159328441165
"121","chr11",47056262,47056662,401,"*",3.41282812925163,4.07087527875262,2.16833019357704,0.00740908913280075,0.0364249871129575,0.990159328441165
"122","chr3",45551298,45551698,401,"*",3.74305289042803,4.34856878619265,2.67957515708791,0.00839790729168493,0.0372832801520769,0.990159328441165
"123","chr6",85670787,85671187,401,"*",2.66596220446715,3.41930902220494,0.996181682827153,0.00577446438273336,0.0373195896457032,0.990159328441165
"124","chr18",9914394,9914794,401,"*",4.02777825354358,2.83053208701252,4.67292012290748,-0.0076205434956949,0.0374956515447949,0.990159328441165
"125","chr1",153922396,153922796,401,"*",3.31847325497441,2.02769315971653,3.98865193745789,-0.00708362308675251,0.0384484234360655,0.990159328441165
"126","chr19",51547086,51547486,401,"*",3.97578808885899,2.93388219503469,4.57445301989289,-0.00843967099531718,0.0386442468809379,0.990159328441165
"127","chr15",65304667,65305067,401,"*",5.21924039816279,5.79473808069592,4.24726789576619,0.00888433210714581,0.0388985952963872,0.990159328441165
"128","chr5",95730169,95730569,401,"*",2.85390826473277,1.34835820034398,3.57445301989289,-0.00621474651701387,0.0389579728212022,0.990159328441165
"129","chr12",23555954,23556354,401,"*",3.69731465356013,2.61054995526261,4.31007664924862,-0.00811782070877324,0.0390627504900066,0.990159328441165
"130","chr1",150561879,150562279,401,"*",3.57310831353815,4.19574657505625,2.45379151417389,0.00782448016557662,0.0396676020158062,0.990159328441165
"131","chr5",104089087,104089487,401,"*",3.1512078250972,3.83354432032779,1.81209417981091,0.00669956605261938,0.0401997808812435,0.990159328441165
"132","chr5",154840749,154841149,401,"*",3.33802789018255,3.98046336052467,2.15044541960097,0.00740967217863112,0.0405693065551146,0.990159328441165
"133","chr14",55799491,55799891,401,"*",3.37742275453323,4.02585083582682,2.16833019357704,0.00726664626798568,0.0406060396253607,0.990159328441165
"134","chr17",58631483,58631883,401,"*",5.16821945401224,5.72659439571444,4.245162864711,0.00911577003295492,0.0406224160634018,0.990159328441165
"135","chr7",150323004,150323404,401,"*",3.80539861693315,2.72440530551057,4.41637901849188,-0.00800169889575627,0.040987816960344,0.990159328441165
"136","chr12",108700143,108700543,401,"*",4.52372209527843,5.07100290569276,3.63119896567222,0.00934257351008286,0.0410206535473814,0.990159328441165
"137","chr20",37850739,37851139,401,"*",3.97097918479213,4.54914941059847,2.99116622171114,0.00862003153110946,0.0411281048377139,0.990159328441165
"138","chr14",102067575,102067975,401,"*",2.40985478714409,3.19644870440436,0.547373645300168,0.00511936126611175,0.0412118713287978,0.990159328441165
"139","chr12",132617060,132617460,401,"*",2.60311138246391,3.34835820034398,0.976014365898791,0.00568470917861515,0.0414077285488984,0.990159328441165
"140","chr22",50270588,50270988,401,"*",2.63275652115469,1.02558745454146,3.37412270364016,-0.00572514477286396,0.0417951046730805,0.990159328441165
"141","chr17",8173130,8173530,401,"*",4.97180385740751,5.51790875102966,4.08246598325503,0.00929423652949883,0.0417963739547878,0.990159328441165
"142","chr21",34190676,34191076,401,"*",4.10316945285273,4.67045476636929,3.15493744165904,0.00881416922051076,0.0418159477000072,0.990159328441165
"143","chr11",73787684,73788084,401,"*",3.38611041644369,2.19691660086849,4.02899877139777,-0.0073115867450311,0.0420224698504281,0.990159328441165
"144","chr3",49018155,49018555,401,"*",4.14160142917242,4.69726887205157,3.2260780796233,0.00904656485539911,0.042301634672612,0.990159328441165
"145","chr18",22093933,22094333,401,"*",4.64425083576715,5.17527521387768,3.79492796630003,0.00960936184133758,0.0423867743714673,0.990159328441165
"146","chr7",12721837,12722237,401,"*",3.5593791103203,2.34835820034398,4.2083388662837,-0.00717686331467801,0.0425200285843814,0.990159328441165
"147","chr2",108594940,108595340,401,"*",4.34012083001765,4.90958707302751,3.38563526319983,0.00869156170554736,0.0425652009147772,0.990159328441165
"148","chr6",32983525,32983925,401,"*",2.40783524696291,3.19410694314271,0.547373645300168,0.00505058455098411,0.0426701266268373,0.990159328441165
"149","chr4",122750047,122750447,401,"*",3.52308897410662,2.34920035936996,4.1616493584249,-0.00733165210025159,0.0429041181222682,0.990159328441165
"150","chr7",30897125,30897525,401,"*",3.34000178084374,3.98046336052467,2.15941552061405,0.00724753944836594,0.0431110229401286,0.990159328441165
"151","chr11",65448437,65448837,401,"*",2.60533799238436,3.34709403933316,0.996181682827153,0.00560074085394201,0.0433596407435997,0.990159328441165
"152","chr1",146387372,146387772,401,"*",4.24494836617762,4.80610402468682,3.31409880467269,0.00877937504069959,0.043673932042452,0.990159328441165
"153","chr20",30289523,30289923,401,"*",3.0501931926945,1.61054995526261,3.7562520526388,-0.00614451924502542,0.0439503038010366,0.990159328441165
"154","chr2",43725034,43725434,401,"*",4.8994350086609,5.43572193173423,4.03632138109818,0.00932075484495899,0.0441562491592195,0.990159328441165
"155","chr18",77910313,77910713,401,"*",2.19398946826777,3.02506054767658,0.0160709646336795,0.00432903612608411,0.0442173758146124,0.990159328441165
"156","chr4",143095543,143095943,401,"*",2.19398946826777,3.02506054767658,0.0160709646336795,0.00432903612608411,0.0442173758146124,0.990159328441165
"157","chr13",99200618,99201018,401,"*",3.00049370037514,1.61054995526261,3.69508003842529,-0.00629907609029638,0.0443331679620369,0.990159328441165
"158","chr3",72460752,72461152,401,"*",2.79075014191381,1.34667240604952,3.49780924588053,-0.00609454075334101,0.0443379881600324,0.990159328441165
"159","chrX",40104361,40104761,401,"*",2.6363184981871,1.02769315971653,3.37797044019855,-0.00557383938473891,0.0444986197426043,0.990159328441165
"160","chr19",14513490,14513890,401,"*",3.18464248453946,3.83294237659906,1.97601436589879,0.00702527622665949,0.0447148118316565,0.990159328441165
"161","chr7",128531393,128531793,401,"*",3.46675124031898,2.19598065614229,4.13174521339605,-0.00674087583021675,0.044975471742697,0.990159328441165
"162","chr1",27830614,27831014,401,"*",3.48668772180688,2.34582876963015,4.1157043517557,-0.00736203055342218,0.0450109076770281,0.990159328441165
"163","chr11",124667581,124667981,401,"*",3.57460555538716,4.19551245598377,2.46106490091829,0.00741386055706677,0.0455539364615303,0.990159328441165
"164","chr1",16905175,16905575,401,"*",4.61836210204534,5.17681778503431,3.69508003842529,0.00867196848923382,0.0457918659063464,0.990159328441165
"165","chr1",32390982,32391382,401,"*",3.63231897670168,4.23606560118332,2.57445301989289,0.00773995142281034,0.0458019910965025,0.990159328441165
"166","chr12",6639051,6639451,401,"*",2.91356326863851,1.34498463959373,3.64722964206889,-0.00563297000246582,0.0458071494136764,0.990159328441165
"167","chr2",177212806,177213206,401,"*",4.23416017359081,3.19410694314271,4.83223039648734,-0.00788801753329023,0.0458856343676127,0.990159328441165
"168","chr1",15835214,15835614,401,"*",3.21290085303405,1.83594958685848,3.90440679520776,-0.00624834352752435,0.0459524625051599,0.990159328441165
"169","chr8",15701757,15702157,401,"*",3.69134476417212,4.31325722867033,2.57445301989289,0.00734536964978588,0.0466642378158824,0.990159328441165
"170","chr1",11908466,11908866,401,"*",4.6901403729574,5.23629323147687,3.80067276247867,0.00884489708109051,0.0470755289480761,0.990159328441165
"171","chr2",230775685,230776085,401,"*",2.77517725754417,3.48425259956247,1.3221096303802,0.00586308193931015,0.0472886882078218,0.990159328441165
"172","chr11",63582530,63582930,401,"*",3.74752120854361,4.34856878619265,2.69816111849054,0.00767097863201016,0.0473399273430053,0.990159328441165
"173","chr11",74011539,74011939,401,"*",4.4096273179878,4.95625570052771,3.5188726363231,0.00877176782316475,0.0477417575554358,0.990159328441165
"174","chr12",103809114,103809514,401,"*",3.06370972408147,3.72667540937394,1.80067276247867,0.00653785853429614,0.048144977792353,0.990159328441165
"175","chr17",42288296,42288696,401,"*",3.76265707152314,2.60984737000319,4.39515937911594,-0.00708165731689624,0.0484163935907418,0.990159328441165
"176","chr1",144546176,144546576,401,"*",4.26323987977251,4.80641067929494,3.3818079419505,0.00878862169900627,0.0486109378019351,0.990159328441165
"177","chr19",51468534,51468934,401,"*",3.16961256324512,1.82992888489679,3.85208942902352,-0.0062405606646517,0.0487247395624606,0.990159328441165
"178","chr5",90643757,90644157,401,"*",3.28941755876143,2.02664069130529,3.95231479058483,-0.00653428651003223,0.0489619725273139,0.990159328441165
"179","chr6",15915505,15915905,401,"*",3.98858113283182,4.55024842282742,3.0562914823173,0.00840094312964712,0.0489778903673911,0.990159328441165
"180","chr1",156054072,156054472,401,"*",3.44830069872132,2.34582876963015,4.0658645172839,-0.00728682842771245,0.0491985821922051,0.990159328441165
"181","chr14",68794990,68795390,401,"*",3.12874498613096,1.83113503703011,3.80067276247867,-0.00637460597904293,0.0492730383353159,0.990159328441165
"182","chr12",113185164,113185564,401,"*",3.73435497088889,2.61125219853307,4.35812317656544,-0.00717915661967445,0.0492809748575554,0.990159328441165
"183","chr19",50312217,50312617,401,"*",3.71902951698809,4.31088160563177,2.69816111849054,0.00766977050959212,0.049904264099145,0.990159328441165
"184","chr2",65436150,65436550,401,"*",3.55118013811618,2.48616802062232,4.15717821861246,-0.00737838840770997,0.0510925807997243,0.990159328441165
"185","chr22",46456108,46456508,401,"*",2.71559501791112,3.41850682104895,1.28979592944855,0.00580091201425401,0.0512007269691455,0.990159328441165
"186","chr12",8034753,8035153,401,"*",2.7186326411253,3.41850682104895,1.30604324891617,0.0057855109489531,0.051910327544832,0.990159328441165
"187","chr18",9870049,9870449,401,"*",4.12990950179383,3.19644870440436,4.69199236419087,-0.00817846781318119,0.0519456523195296,0.990159328441165
"188","chr20",49294258,49294658,401,"*",2.10854977204421,2.93388219503469,0,0.00413693695438927,0.0521822391472957,0.990159328441165
"189","chr11",70419937,70420337,401,"*",3.01625555583793,3.66961221387793,1.789160202919,0.00646996720182429,0.0524164067489103,0.990159328441165
"190","chr17",50707570,50707970,401,"*",3.76412793613675,2.60984737000319,4.39705668053207,-0.00682645952292012,0.0525429813104966,0.990159328441165
"191","chr2",62996798,62997198,401,"*",3.5098693363056,4.1130502957918,2.45379151417389,0.00728749252579966,0.0526554605821804,0.990159328441165
"192","chr6",26215668,26216068,401,"*",3.9723463704365,4.55098063280963,2.99116622171114,0.00774454884269774,0.0528918247861698,0.990159328441165
"193","chr8",102381289,102381689,401,"*",4.42406595731966,4.95777495139603,3.56773067822133,0.00869476072293543,0.0529015606520749,0.990159328441165
"194","chr14",71751199,71751599,401,"*",3.47378038251017,4.07010927992198,2.43913380070074,0.00739516782997022,0.0533810956049466,0.990159328441165
"195","chr5",112570965,112571365,401,"*",3.05755605933905,3.72797100960672,1.76585575613159,0.00618946363162035,0.0533870760406459,0.990159328441165
"196","chr3",45574135,45574535,401,"*",3.82122006690056,4.3840642935753,2.88561028139237,0.00802335969001599,0.0537150954023453,0.990159328441165
"197","chr16",25213730,25214130,401,"*",3.94929458466458,4.51828320178629,2.99618168282715,0.00786630942775577,0.0537486184079976,0.990159328441165
"198","chr3",155870980,155871380,401,"*",2.95675972905178,1.61054995526261,3.64083873079,-0.0059322898893641,0.0541537384358531,0.990159328441165
"199","chr8",105520482,105520882,401,"*",4.10221744481049,4.64021128618952,3.23459138981523,0.00848821260772985,0.0542956921567933,0.990159328441165
