"","seqnames","start","end","width","strand","Conc","Conc_JQ1_FCPF_plus_sg_h","Conc_no_Treat","Fold","p.value","FDR"
"159","chr9",70398220,70398620,401,"*",6.35911274895776,6.88318562655162,5.52773123938757,0.258750068042988,0.0103556803167837,0.552889120812433
"160","chr19",1472054,1472454,401,"*",5.72222411124491,6.25340437275758,4.8724953499045,0.256569459172819,0.010543595242503,0.556355058903526
"161","chr1",109389418,109389818,401,"*",6.21027376588691,5.41756633520751,6.71894604700652,-0.259003919232079,0.0105516744591198,0.556355058903526
"162","chr6",27812698,27813098,401,"*",7.23131991609398,7.78635571492239,6.31754635885194,0.250467825267941,0.0110190455929776,0.571259632268821
"163","chr6",118537642,118538042,401,"*",6.36216515038022,6.87052780252824,5.57022056151821,0.255732723222133,0.0110191915335094,0.571259632268821
"164","chr2",43178642,43179042,401,"*",6.42278906529157,5.6092333922668,6.93983509541303,-0.254263117865932,0.0111025030930708,0.571259632268821
"165","chr6",85671967,85672367,401,"*",5.85524337866981,6.35627744965088,5.08119054840132,0.25589661418619,0.0111294275643686,0.571259632268821
"166","chr1",210373884,210374284,401,"*",7.36912689715737,7.94380724528474,6.3995408454366,0.246744014466581,0.0111981496899418,0.571259632268821
"167","chr6",42782978,42783378,401,"*",7.45091980831759,6.26224436412062,8.09366254050784,-0.23603085447278,0.0112729997117341,0.571259632268821
"168","chr16",31201949,31202349,401,"*",6.53609896556432,7.04797946886382,5.73545381188189,0.253447047253168,0.0113054091437345,0.571259632268821
"169","chr1",145994111,145994511,401,"*",6.38920892884252,6.8824668765734,5.6338036956254,0.255047588283097,0.0113965041770682,0.572455171355808
"170","chr17",38845917,38846317,401,"*",6.4358402204499,6.93208113733695,5.67332198299178,0.252344172562505,0.0117751156557635,0.585785705088278
"171","chr16",29995758,29996158,401,"*",6.32478460558386,5.41709930346544,6.8776145042962,-0.245181145718584,0.0118190224152468,0.585785705088278
"172","chr12",132618135,132618535,401,"*",5.45489877868772,5.97945275434687,4.62228551552562,0.248279302056194,0.0118689057928123,0.585785705088278
"173","chr22",29821318,29821718,401,"*",6.4874259591627,6.99138990749161,5.706257710428,0.249909470248263,0.0120133887445122,0.589489347122334
"174","chr2",107742381,107742781,401,"*",5.69451067618583,6.20492772637613,4.8974939788283,0.246428520709653,0.012473334904508,0.608220987703387
"175","chr19",50312994,50313394,401,"*",6.11041550027233,6.62631183754106,5.29974734813331,0.245254686833468,0.0125384230001287,0.608220987703387
"176","chr1",202577349,202577749,401,"*",5.80868917137687,6.31987114844113,5.00977752723054,0.24503520198498,0.0126652667341791,0.610883234695716
"177","chr1",19861094,19861494,401,"*",5.21505230569342,5.77921517921881,4.27571029161409,0.236919224227104,0.0128401684973768,0.614275342140105
"178","chr4",82421913,82422313,401,"*",6.22075652567902,6.71071088181145,5.47317111230901,0.24666209328234,0.0128803169867992,0.614275342140105
"179","chr21",34889138,34889538,401,"*",6.57771293752753,5.5623048890606,7.16777510152184,-0.231943456112169,0.0130671440187035,0.616431239650448
"180","chr14",73759498,73759898,401,"*",5.72991810100653,4.83161121125376,6.27932507067286,-0.237747271517553,0.013070753108385,0.616431239650448
"181","chr21",45167270,45167670,401,"*",5.31527939404311,5.84491743866916,4.46955934486963,0.239319892500839,0.0132470902867788,0.618431085224204
"182","chr6",26279327,26279727,401,"*",6.25631671042357,6.74636912507508,5.50850005251412,0.244497204405861,0.0132936431118395,0.618431085224204
"183","chr7",12721583,12721983,401,"*",6.54454651191031,5.56452069237727,7.1227890220581,-0.231557458123153,0.0134184462826766,0.618431085224204
"184","chr8",8964473,8964873,401,"*",7.14495223300826,7.69788024976186,6.23699686908211,0.234853217516226,0.0134655833285305,0.618431085224204
"185","chr17",38844689,38845089,401,"*",5.72744002497283,6.2339038145244,4.94016135051785,0.241048171997272,0.0134907195044711,0.618431085224204
"186","chr7",84837371,84837771,401,"*",5.9843187297533,6.47663745668901,5.2311428340316,0.242141878942597,0.0136614001256159,0.618431085224204
"187","chr2",230774562,230774962,401,"*",6.18284721069695,6.67561394497977,5.42860853401514,0.241734706711732,0.0137252461315792,0.618431085224204
"188","chr8",105533150,105533550,401,"*",5.94653735328452,6.43342250230573,5.20616326448287,0.242492122145337,0.0137505107341774,0.618431085224204
"189","chr22",38505803,38506203,401,"*",6.69524847971446,5.69807248556587,7.27926841540228,-0.228378478414202,0.0138096445266588,0.618431085224204
"190","chr17",17837143,17837543,401,"*",5.39555088372653,4.41686573088654,5.97333787573257,-0.229185735263887,0.0138416664144892,0.618431085224204
"191","chr3",196337292,196337692,401,"*",6.44552171040659,5.56388795290479,6.98876768496859,-0.232030934717071,0.014236532847753,0.625063159949424
"192","chr17",20910992,20911392,401,"*",5.45795702099914,6.01404573785647,4.54126504291748,0.229971323083751,0.0142979142221894,0.625063159949424
"193","chr12",56167738,56168138,401,"*",5.71214751594952,6.22588819947756,4.90687171791639,0.235426539116864,0.014390895008602,0.625063159949424
"194","chr12",53995074,53995474,401,"*",5.98496848307099,5.1328086807747,6.51708112047958,-0.232630509908983,0.0144316540206304,0.625063159949424
"195","chr11",44270033,44270433,401,"*",6.99930985944752,7.52084068655188,6.17441256929023,0.233704623552791,0.014502580371266,0.625063159949424
"196","chr7",132489708,132490108,401,"*",5.32556000811031,5.85706944645381,4.47497361092409,0.232015311320897,0.01454122343108,0.625063159949424
"197","chr1",12038672,12039072,401,"*",6.57325810594712,7.09098087205066,5.75799898631586,0.233966456505306,0.0145522254731092,0.625063159949424
"198","chr14",103122721,103123121,401,"*",6.23207023224126,5.31181804962519,6.7894394953617,-0.228139313999076,0.0145791619354442,0.625063159949424
"199","chr7",32942737,32943137,401,"*",6.22099293155683,5.3825731155721,6.74780715684766,-0.2319675937028,0.0147099597060343,0.62750174846495
